Id	Text	Label
facebook_corpus_msr_333805	Hindu respect cow mother only?Cow mother ignore baby & son & daughter & familyReal mother only women respectWomen mother take care about baby & son & daughter & family	NAG
facebook_corpus_msr_434825	Congratulations to all. Great prizes win for all. Great to all. Great Indians,	NAG
facebook_corpus_msr_440135	PM deserves one more chance...who else can we think of other than him in this present scenario... NOBODY in fact.	NAG
facebook_corpus_msr_490858	Due to capital gains issues it is apparent that FPIs  would want to invest maximum before this financial year ends.Even then one 5-10% correction of our markets is a possibility.In anticipation people are keeping some cash.Is this a right strategy or we should remain fully invested?	NAG
facebook_corpus_msr_331481	This guy will say, India is important, but Pakistan is more important, because it's Islamic country... 😂	CAG
facebook_corpus_msr_400746	Aqsa, drop that kashmiri from your name and call yourself Aqsa  Pakistani	NAG
facebook_corpus_msr_467161	sun raha hai na tu... bol raha hun main... 🎼	NAG
facebook_corpus_msr_433427	Having people like you in my life make all the difference...habaybi ento ❤❤	NAG
facebook_corpus_msr_416607	Your problem can,be solved anytime, anywhere within 24 hours by bharo sidhi pt.jk jyotishi +91-8968848458 sp.in love marriage, sotandur, dusman chutkara, gharkalesh,nokri,videsh yatra,factory, shop, losses,,helth,childless,all kind of problems	NAG
facebook_corpus_msr_407916	👮 �  😉❤  AHAAN NAVEED PATHAAN KE FAN HO PHR TO AP KI POST  ACHI HE HO GIII   😍 ║🌹║🔰 POWERED BY  ║  Naveed Pathaan    ║🌹║	NAG
facebook_corpus_msr_466683	Oh now we know this guy can speak when his madam ordered in to speak.	NAG
facebook_corpus_msr_422539	Bharti - now consolidated so is it a good buy	NAG
facebook_corpus_msr_338023	Congress is the best then any others..Jai Indian National Congress	NAG
facebook_corpus_msr_467811	Don't underestimate him...guys he is one of the best econimist we have..	NAG
facebook_corpus_msr_494437	Just of changing name no use of it.....change state in a higher graph......n off course west Bengal.....	NAG
facebook_corpus_msr_405147	Ajmal qasab next PM of India and Hafaiz Saeed next PM of India	NAG
facebook_corpus_msr_433633	Staying on path of fiscal consolidation has got a thumbs up from the market: NK Singh	NAG
facebook_corpus_msr_443518	Any news in Tata Motors as it has recovered smartly from days lows?	NAG
facebook_corpus_msr_331717	I have seen rajamouli and his brahman uncle cleaning toilet... and a dalit is head priest in tirupati...lol mahismati. .. this flim also brahmanwadi agenda...bahubali got poonool..99.99% PRAJA are shudra. ..	NAG
facebook_corpus_msr_402201	It's our mistake...no political stand  on these coward act.... there is anti national political parties......NGO ....Media... who enjoy everything from Indian Land but try to backstab every time...	NAG
facebook_corpus_msr_468731	Hope it was planned well.. still black money in land and gold	OAG
facebook_corpus_msr_473416	I stood in line yesterday. Senior citizen r having separate counters in many banks.	NAG
facebook_corpus_msr_467766	A person who has compromised  India using His position as  RBI chief, Finance Minister, PM.	NAG
facebook_corpus_msr_330494	Gujarati leaders won't spk as army jawans killed and never single gujarati in army in last 70 years ? Will BJP keaders send his son to join army ?	CAG
facebook_corpus_msr_433465	If a Medium sized T Shirt fits someone perfectly, should u mindlessly purchase the same size? Os should u try and be rational?	NAG
facebook_corpus_msr_466447	And who do you think YOU are, to decide, who's an insider and who's an outsider?The current problem of the mammoth amounts of black money is more because of the enemy INSIDE of India than outside. So it's not that all Indians residing in India are the holy saints.- demolishing your moronic comment from Dubai.	CAG
facebook_corpus_msr_477608	Very very good decision. Thanks to our Prime Minister ,Modiji	NAG
facebook_corpus_msr_334823	Our foreign policy is going very well partcularly with our neighborsConfronting policy with China and Pakistan won't do any good	NAG
facebook_corpus_msr_400906	You have to goes for this facts in  U N O in USA and then you can claims for Kashmir.Understand you that your Pakistan defeated three times by our India and you divided in two parts that you remember in your mind .	NAG
facebook_corpus_msr_466419	People he is a well known economist who had brought good in early 90s. Please stop following PM blindly, I too support Modi but the issues he is addressing are real.	NAG
facebook_corpus_msr_477499	Opposition party claims these black money surgical strikes were done previously during UPA tenure : Sources Rahul	NAG
facebook_corpus_msr_426143	Try to apply it yourself Renu Popli Malhotra. It is a nice feeling.	NAG
facebook_corpus_msr_330197	It shows Yogi ji how he give values to people money great sir	NAG
facebook_corpus_msr_491260	whn will v see market reacting to Fed and boj	NAG
facebook_corpus_msr_437991	Demonetization has eased  the process of bottoming out of prices in real estate sector, it acted in favor of the betterment of the sector ,which otherwise would have taken much more time to recover .Nifty realty index has taken support at 165 currently at 180. DLF also has bounced from 110,Godrejprop, HCC,Prestige,Oberoi,Zandu,Anslhsg all doing good.	NAG
facebook_corpus_msr_330199	What an example !  Nation first. Proud of you Yogi ji.	NAG
facebook_corpus_msr_477674	Will the banks be able to manage the flood of people coming to deposit.? ..	NAG
facebook_corpus_msr_328223	India have lost kashmir because of gay gangsters saffron government have managed to feild kashmir... kashmir will be free then India will come hindu nation mark my word	NAG
facebook_corpus_msr_328181	We are not gonna win a war against these terrorist ..look at the basic safety SOP followed..no helmet, protective gears& only god knows about the fate of bullet proof jackets	NAG
facebook_corpus_msr_330537	Hahahaaha Aur Bhi Khoon Chaye En #Rundians Ka Bht Maza aareha ha Hum Kashmirio Ko hahahaahaa #GayHind	NAG
facebook_corpus_msr_507591	"So, apparently MakeMyTrip.com ""are trying to resolve our matter"", however, the truth is that no one has even contacted us from makemytrip.They just verbally book tickets with various vendors without any payment and the money to the vendor is actually given 72 hours before the departure.In our case, due to such bookings visa got rejected.So, without even paying a single penny to any vendor, they have kept 2,25,000/- of ours faking that money was forfeit by the vendor.When asked to prove bookings done by them, they failed miserably.Spread awareness about such frauds being done by makemytrip.#saveyourvacationsdonttrustmakemytrip"	NAG
facebook_corpus_msr_440117	India does need such a PM .. to get all the corrupt in line	NAG
facebook_corpus_msr_467960	Common man are badly effected. It is waste of energy of common man	NAG
facebook_corpus_msr_332396	Atul O Pathak if you keep that kinda mindset then i suggest you go saudi Arabia or some other place and the mindset you have doesn't intent on protecting girls but its true intention is just oppressing them, if people like you don't evolve then there will be many more nirbhaya doesn't matter what kind off clothes they wear and did you just defend the nirnhaya case rapists by saying the cause was nirbhaya's clothing, seriously shut the hell up and stop proving you stupidity even more	NAG
facebook_corpus_msr_490553	Bhel  officials said they had biggest order book so far..and executions will be good too	NAG
facebook_corpus_msr_477934	We can return the same to banks for 50 days	NAG
facebook_corpus_msr_477202	Out of box thinking is a trade mark of our prime minister Modiji. This step will definitely help our country to control black money and corruption..	NAG
facebook_corpus_msr_488940	Uzair Khatri  regret? Lol plz, pay your condolences to your dead terrorist brothers :D	NAG
facebook_corpus_msr_334822	Always looking towards camera ,Doesn't surprise me a bit coz the Photoshoping is his trademark.	NAG
facebook_corpus_msr_435292	Buddy we know you will deliver ..keep going , also stop watching cnbc tv 18	NAG
facebook_corpus_msr_337889	ATTENTION! REALTORS AND BUYERS!The real estate sector is going to witness a major change from 1st May 2017. The government is going to implement the Real Estate (Regulation & development) Act, RERA. This act will regulate the real estate market of India. To know more about #RERA, visit : www.apnarera.com	NAG
facebook_corpus_msr_332137	1) How old is our Mother Earth, with Human Life on it?2) When did people start to use animals as mode of transport?3) Does the bull carry any weight of cart?4) How old is Automobile Industry (vehicle engine & fuel)?5) How much material has been used to manufacture vehicles, so far (for enormous units)?6) How much fuel (gas & oil) has been extracted from earth and consumed?7) How much damage did we make to earth by dig, drill and pull, since the commencement of Automobile Industry?8) How many trees did we cut and areas have been used for roads and infrastructure?9) What is the level of air pollution and sound pollution in environment by vehicles?10) How many vehicles being parked for more than 20 hours, per day?11) How many vehicles are owned just by ego, for competition and comparison?12) How much unnecessary consumption of fuel, per day?13) Do you agree that vehicles carry and move the bullockcart, since 200 years (if engine is bull and cart is commuters and goods)?14) How long can we continue to carry and move the bullockcart on wheels by burning the economy, drilling planet, polluting environment and bearing sky high costs?15) Why do all vehicles have to start from standstill positions and moved till destinations by using engine and fuel?16) Do you support an idea of using the massive weight of commuters and goods on wheels as energy generator (instead of spending huge fuel/energy to carry and move the deadweight)?17) How many bicycles have been produced every year, only for single riders, globally?18) Do you prefer to have cycles to families and groups together, with increased efficiency and multiplied capacity?19) While enjoying mobile revolution, why we need to suffer automobile evolution?20) Are we ready for a change, with drastic reduction in fuel consumption, elimination of unhealthy pollutions, reduction in overall costs and rapid development with welfare projects?Let's think different and implement change	NAG
facebook_corpus_msr_477640	What about the local business man...can v accept the money from customers	NAG
facebook_corpus_msr_485110	Obviously it is doing great under the leadership of Nara Chandrababu Naidu !!!	NAG
facebook_corpus_msr_416692	Also there was very less expenditure during nov Dec hence low growth as compared to prev year.	NAG
facebook_corpus_msr_377458	मोदी जी अब कितने राज्यों में आप की सरकार चाहिए सभी राज्य में ताप का सरकार चली रहा है तो भी कोई बदलाव नहीं आ रहा है और जवान मरते जा रहे हैं और आप लोग निंदा पर निंदा करते जा रहे हैं अरे जैसे सब के बीवी बच्चे हैं वैसे जवानों के भी बीवी बच्चे मां है वह लोग कैसे रहेंगे जरा सोचिए हर बार आप लोग निंदा करके चुप हो जाते हैं अरिजीत ने यह चोर नेता है अपने भारत में इनको टिकट देने से पहले इनके इनके कोई लड़कियों को आर्मी एयर डिफेंस एरिया में भर्ती कराओ उसके बाद से टिकट दो किसी भी चुनाव के लिए तब यह देश भक्ति कहलाएंगे एसी में बैठकर देशभक्ति बयान जो करते हैं ना ऐसे कोई देशभक्त नहीं होता है जितने नेता हैं सब के लड़के आउट ऑफ कंट्री पढ़ते हैं और गरीब के लड़के आर्मी और डिफेंस एरिया में जाते हैं और भारत में भी ऐसे ही कुछ नियम है नाचने और गाने वालों को भारत रत्न दिया जाता है और जो देश के लिए शहीद होते हैं उन्हें बस कड़ी निंदा करके दफन कर दिया जाता है	NAG
facebook_corpus_msr_490640	PSU Banks gave a good bounce today, do you see it sustaining considering the distribution happening today during the day?	NAG
facebook_corpus_msr_483950	If we see aviation sector of India it is growing very fast. Recently data posted by IATA India will be the biggest market of aviation by 2026.Another fact if we see then aviation companies have started making profits for example recently air India posted profit since a decade. Also govt. Is restructuring this sector by putting some some bar and limits which is beneficial for both customer and companies.	NAG
facebook_corpus_msr_337868	waise he should leav party and be great political crics rather then joining any party	NAG
facebook_corpus_msr_470546	I have 5000 shares of Pnb @75.90 please tell me Hold/sell	NAG
facebook_corpus_msr_341816	💢 Bot User 💢 Xingh Kannu 💢 ♥PYTHON♥BOT♥TEAM♥♪----» TAYYAB-XD.TK «----♪♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢	NAG
facebook_corpus_msr_398096	Indian youth is highly misguided regarding Kashmir history..Indian youth must study about the dogras atrocities on kashmiris.  the first uprising against dogras occurred in 1865 and than in 1931.  from July--Nov 1947 the dogras forces(secretly supported by Indian army) massacred the Muslims of jammu in large number to change the demography of jk as majority of jammu and Kashmir wanted to go with Pakistan.this massacre  made Pakistanis to help people in the state against dogras which Indians call tribal invasion..learn about jammu massacre...  and the poonch rebellion against maharajah Hari Singh occurred in 1947.azad Kashmir is liberated by poonch rebellion.  and the history of gilgit baltistan is separate..Indians need to study all the issues neutrally after that Indians will know why kashmiris consider India as occupier state...Let's solve the issues and end the bloodshed.	NAG
facebook_corpus_msr_352968	borders to be sealed properly,,,,, govmt should update the defence technologies, our forces should be equipped with updated weapons,,,,,bulletproof jacket is very important,,,,	NAG
facebook_corpus_msr_503374	Its not only proud moment, its loud moment... Bow all around!!!	NAG
facebook_corpus_msr_504808	Haha if I will not understand such feelings, then who will? :P	NAG
facebook_corpus_msr_335724	People who practice such discriminatory behavior should be thrown into jails for rest of their life.	NAG
facebook_corpus_msr_436547	Expect 2017 to be bettter than 2016 for the domestic steel industry: TV Narendran	NAG
facebook_corpus_msr_466526	The grt ex pm of India frst tym u spoke without Sonia Gandhiji	NAG
facebook_corpus_msr_503306	Leonidas was sent into the wild...to learn how to survive .....	NAG
facebook_corpus_msr_417661	What abt ananthraj? when is the proposed demerger gonna happen?	NAG
facebook_corpus_msr_384462	ठीक ही तो बोला। इस हरामी सूअर की पिल्ली को........क्या बोले शब्द कम पड़ रहे हैं इसके लिये।	OAG
facebook_corpus_msr_333737	Everywhere BJP ruled mob decided the law & order. It is just Banana Republics	NAG
facebook_corpus_msr_496242	SIR WE ALL INDIANS IN MALAYASIA WILL ALWAYS SUPPORT YOU	NAG
facebook_corpus_msr_456786	And this does not mean v don't support u....v support every govt who is power as v have elected them but pls indicate the certainty as v all don't like uncertainty	NAG
facebook_corpus_msr_495147	Manish relax and Enjoy your Sunday. Nothing is fruitful in arguing on political issues everyday. Just have a peaceful Sunday.	NAG
facebook_corpus_msr_426770	This joke came way before the invention of aeroplane 😱	NAG
facebook_corpus_msr_402205	how can you be so irresponsible we are already killing innocents of Kashmir that is our brave army...stop this now	NAG
facebook_corpus_msr_331711	whatever NDTV... but u can not stop the storm..... It's too late....	NAG
facebook_corpus_msr_483913	If you have any specific stock related queries for Prashant and Sonia then please let us know, we will try to answer as many as we can.	NAG
facebook_corpus_msr_424416	Stop the nonsense you economists. All is fake what you people speak. Just you know to speak against demonetization.	NAG
facebook_corpus_msr_331519	Take care of Kurds Kashmir is internal problem no need 3 party	NAG
facebook_corpus_msr_463090	Honorable P. M Saab what are the main agenda to reform political parties discipline and funding in the coming elections against corruption...	NAG
facebook_corpus_msr_417666	Hi Anuj...can we expect that there is breakout for Oil Marketing Co's....is it right time to enter...?	NAG
facebook_corpus_msr_471088	Pakistan.... sorry to say it starts it's gawadar port ...do u know how our export business affect?	NAG
facebook_corpus_msr_419649	The man behind Adhar is not being even consulated today ....It's a good resource that Modi govt should use ( forgetting his ego)....For it's digital push....	NAG
facebook_corpus_msr_473785	Hi what will be the trend of market 9500 or 7500	NAG
facebook_corpus_msr_335717	reservation opposition now perhaps learn why there is Reservation system.	NAG
facebook_corpus_msr_417668	What should be the view Anuj, on the left out pharma sector.... stocks like Divi's, Aurobindo, Sun, Glenmark, Cadilla....	NAG
facebook_corpus_msr_466549	This is the 1st time I have heard that Our former PM speaking about country economy growth. I respect you sir for that but it is too late now. You could have spoken during your PM tenure. Our country would have not gone to the situation now.	NAG
facebook_corpus_msr_484507	Car insurance is maximum because of mandatory product.even it become paperless life insurance is more of push product so need lot of human intervention	NAG
facebook_corpus_msr_323130	Why don't you resign from the post of national convenor or cm? Do you have that much of guts, Mr. Kejdi	OAG
facebook_corpus_msr_406208	I mean Nobama and Hitlary wanted to take your guns, President Trump is promising not too.	NAG
facebook_corpus_msr_425567	"The old English saying ""Birds of same feathers flock together"".When Lalit Modi ,the former IPL Czar ,fled the country to take refuge in London,Vijay Mallaya was one of his most vocal supporters.The former liquor baron and fugitive billionaire spent millions of dollars of public money by throwing lavish IPL parties even when his now defunct Kingfisher Airlines owed months of salaries to its employees.When British billionaire Asil Nadir after being indicted in a financial fraud case fled to Cyprus to evade ,Britain  sent commandos to Cyprus to nab him.Can't India do the same thing.?"	NAG
facebook_corpus_msr_414715	This startup vibrancy is catching up very faster in India......after bjp government took the throneThere are far more opportunities for youngsters towards the era of innovation & technology agnostics....Really fortunate enough to be part of it........#transforming India	NAG
facebook_corpus_msr_477787	If petrol pumps don't accept 500 note then wht can we do	NAG
facebook_corpus_msr_469708	Cnbc is another which has suffered the most due to denomination..crying for long 😎😆	NAG
facebook_corpus_msr_477938	What will be done to the money we have ?	NAG
facebook_corpus_msr_423644	knowing weakness , ignoring weakness, will effect your performance. you will not have own / self confidence.  as their character is reflected.	NAG
facebook_corpus_msr_333689	I live in punjab and there is no such thing going on	NAG
facebook_corpus_msr_489597	19500 bank nifty put  went from 1 re to 400 Rs.. How to trade such fluctuations??	NAG
facebook_corpus_msr_335885	How about dividing india again to form new country for dalits	NAG
facebook_corpus_msr_477778	superb.. modi ji... i do agree.. we common peole will face some issue for sometime.. but.. in future, this will help us in grow...	NAG
facebook_corpus_msr_416533	Repo rate unchanged at 6.25%, Reverse repo rate hiked to 6%, CRR unchanged at 4%	NAG
facebook_corpus_msr_466592	Atleast Now ur speaking sir....no one is controling. Thsnks MODI ji, U made our ex PM Manmohan ji to speak	NAG
facebook_corpus_msr_335659	Muslims Caste system broadly divided into Ashraf  (Higher Caste), Ajlaf (Backward Caste) , and Arjals  ( Dalit )..totally they are divided in 308..also there are Shias, Sunni, Ahmadia n daudi bohra etc..	NAG
facebook_corpus_msr_430864	India is missing bond of RBI Mr Raghu ram Ranjan	NAG
facebook_corpus_msr_428093	Dhoni is very excellent .. when does he come to see all deaf at jamshedpur ..	NAG
facebook_corpus_msr_484808	Company more cash Return to investors n investors more invest	NAG
facebook_corpus_msr_473437	This is brainless action. No good strategies with government. Why common man like us suffer for a moment who do not hoard black money. Why announce it in the night without considering the people including  children are returning home or travelling within country or abroad? Almost everyone had unfortunate incidents. Can never forgive the government. There could have been a grace period to the same without creating a panic situation.	NAG
facebook_corpus_msr_484529	Can any online portal (agent) declare on website which life insurancd company has maximum claim in less time.they sell and push which has maximum brokerage or  incentive	NAG
facebook_corpus_msr_481835	If @HillaryClinton wins Nifty will touch 9120 in 6 months, if @realDonaldTrump win Nifty will cross 9120 in 6 weeks; though I like neither	NAG
facebook_corpus_msr_471878	We all should support the Government, it is for a good cause	NAG
facebook_corpus_msr_434201	can u help us to know about avaition stocks and scope in budget also comment jet airways	NAG
facebook_corpus_msr_338229	जल्दी कांग्रेस युक्त भगोडो की पार्टी मैं शामिल हो जाऊँगा	NAG
facebook_corpus_msr_466825	very well said and to the point and very true ... hear this mr modiji pm ..what ordinary is suffering ..😊	NAG
facebook_corpus_msr_436817	Please show our protest for jallikattu  by youngsters in tamil nadu	NAG
facebook_corpus_msr_490895	Compared to European markets why Sensex and Nifty didn't rally much?	NAG
facebook_corpus_msr_468717	Never before on History of India we had such a productive debate! India has a great future 🎋🎋🎋	NAG
facebook_corpus_msr_333593	Nishnt Rao how much money you get per comment.just asking	NAG
facebook_corpus_msr_477641	So i am a student who withdraw rs. 2000 from bank today and all i got is 4 rs 500 notes. If i were to eat tommorow what shall i do. STARVE.	NAG
facebook_corpus_msr_456643	anuj ur view on demonitisation how it will impact market	NAG
facebook_corpus_msr_333749	No value for human beings value fir cows. .?  Too much and enough	NAG
facebook_corpus_msr_442643	Congress is giving many reasons against less-cash economy, like1. Country has more than 95% poor and lower middle class people.2. Majority of people are not having bank accounts3. More than 40% people are illiterate.4. People are not having smartphones.5. Country is not having proper infrastructure like power, Internet access etc. etc.....We are confused whether Congress is opposing Modi's move or explaining failures of their 60+ years of rule.	NAG
facebook_corpus_msr_421669	1950-1980  employees not given holiday for marriages do you know this ....every thing to be done in the manual no machines nothing--E.B , postal , banking -account ledger ,mechanics etc   ....compensate those generation with your news sir ......	NAG
facebook_corpus_msr_490767	Defensive is best bet fr mkt I cming Two qtrs	NAG
facebook_corpus_msr_468741	short term pain n long term gain.. dont et that.. this pain wll be medium term wch may extend also..its not limited to money nt available bt it will hurt business lines.. abt long term benefits.. no one is able to quantify that.. all are estimates.. but pain is current and real	NAG
